origin_id,country_code,country_de,country_fr,country_en,region_canonical,region_de,region_fr,region_en,appellation_canonical,record_level,appellation_type,legal_scheme,legal_status,source_authority,source_url,legal_basis_url,validated_on,auction_lots_observed,notes_de,notes_fr,notes_en
AU-ORI-BENDIGO,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Bendigo,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,3553,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-CENTRAL-VICTORIA,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Central Victoria,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,896,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-GEELONG,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Geelong,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,10986,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-GIPPSLAND,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Gippsland,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,1804,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-GLENROWAN,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Glenrowan,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,1666,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-GOULBURN-VALLEY,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Goulburn Valley,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,1401,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-GRAMPIANS,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Grampians,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,14834,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-GREAT-WESTERN,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Great Western,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,1711,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-HEATHCOTE,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Heathcote,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,19686,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-HENTY,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Henty,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,2887,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-KING-VALLEY,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,King Valley,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,3605,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-MACEDON-RANGES,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Macedon Ranges,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,6845,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-MORNINGTON-PENINSULA,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Mornington Peninsula,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,11609,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-NAGAMBIE-LAKES,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Nagambie Lakes,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,4476,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-NORTH-EAST-VICTORIA,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,North East Victoria,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,458,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-PYRENEES,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Pyrenees,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,14055,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-RUTHERGLEN,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Rutherglen,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,9672,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-SOUTH-GIPPSLAND,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,South Gippsland,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,7658,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-STRATHBOGIE-RANGES,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Strathbogie Ranges,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,576,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-SUNBURY,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Sunbury,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,2585,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-UPPER-GOULBURN,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Upper Goulburn,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,177,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-VICTORIA,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Victoria,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,5294,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-YARRA-VALLEY,AU,Australien,Australie,Australia,Victoria,Victoria,Victoria,Victoria,Yarra Valley,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,54677,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-MURRAY-DARLING,AU,Australien,Australie,Australia,Victoria/New South Wales,Victoria/New South Wales,Victoria/New South Wales,Victoria/New South Wales,Murray Darling,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,665,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-REG-VINE-VALE,AU,Australien,Australie,Australia,Vine Vale,Vine Vale,Vine Vale,Vine Vale,,region,Wine region (not asserted as protected appellation),Australian GI,regional_reference_only,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,61,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
AU-ORI-ALBANY,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Albany,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,227,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-BLACKWOOD-VALLEY,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Blackwood Valley,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,220,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-DENMARK,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Denmark,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,533,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-FRANKLAND-RIVER,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Frankland River,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,5783,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-GEOGRAPHE,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Geographe,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,899,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-GREAT-SOUTHERN,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Great Southern,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,6156,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-MANJIMUP,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Manjimup,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,219,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-MARGARET-RIVER,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Margaret River,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,77555,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-MOUNT-BARKER,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Mount Barker,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,3151,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-PEEL,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Peel,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,158,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-PEMBERTON,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Pemberton,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,1996,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-PERTH-HILLS,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Perth Hills,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,72,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-PORONGURUP,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Porongurup,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,570,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-SWAN-DISTRICT,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Swan District,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,534,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-SWAN-VALLEY,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Swan Valley,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,147,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-WESTERN-AUSTRALIA,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Western Australia,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,6326,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-ORI-WILYABRUP,AU,Australien,Australie,Australia,Western Australia,Westaustralien,Australie-Occidentale,Western Australia,Wilyabrup,appellation,Protected wine GI,Australian GI,protected_current,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,62,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
AU-REG-WHITLANDS,AU,Australien,Australie,Australia,Whitlands,Whitlands,Whitlands,Whitlands,,region,Wine region (not asserted as protected appellation),Australian GI,regional_reference_only,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,154,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
AU-REG-YEA-VALLEY,AU,Australien,Australie,Australia,Yea Valley,Yea Valley,Yea Valley,Yea Valley,,region,Wine region (not asserted as protected appellation),Australian GI,regional_reference_only,Wine Australia,https://www.wineaustralia.com/labelling/register-of-protected-gis-and-other-terms/geographical-indications,https://www.legislation.gov.au/C2013A00161/latest/text,2026-09-07,61,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
CA-COUNTRY,CA,Kanada,Canada,Canada,,,,,,country,Country of origin,Country-level origin,country_reference,Canadian authorities (CIPO and provincial VQA systems),https://ised-isde.canada.ca/site/canadian-intellectual-property-office/en/trademarks/geographical-indications,https://laws-lois.justice.gc.ca/eng/acts/t-13/,2026-09-07,28,Länderangabe ohne verlässlich ableitbare Region oder Appellation.,Indication du pays sans région ni appellation pouvant être déduite de manière fiable.,Country indication without a region or appellation that can be derived reliably.
CA-ORI-OKANAGAN-VALLEY,CA,Kanada,Canada,Canada,British Columbia,British Columbia,Colombie-Britannique,British Columbia,Okanagan Valley,appellation,Regulated wine appellation / GI,Canadian/provincial GI,protected_current,Canadian authorities (CIPO and provincial VQA systems),https://ised-isde.canada.ca/site/canadian-intellectual-property-office/en/trademarks/geographical-indications,https://laws-lois.justice.gc.ca/eng/acts/t-13/,2026-09-07,48,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
CA-ORI-NIAGARA-PENINSULA,CA,Kanada,Canada,Canada,Ontario,Ontario,Ontario,Ontario,Niagara Peninsula,appellation,Regulated wine appellation / GI,Canadian/provincial GI,protected_current,Canadian authorities (CIPO and provincial VQA systems),https://ised-isde.canada.ca/site/canadian-intellectual-property-office/en/trademarks/geographical-indications,https://laws-lois.justice.gc.ca/eng/acts/t-13/,2026-09-07,72,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
CA-ORI-PRINCE-EDWARD-COUNTY,CA,Kanada,Canada,Canada,Ontario,Ontario,Ontario,Ontario,Prince Edward County,appellation,Regulated wine appellation / GI,Canadian/provincial GI,protected_current,Canadian authorities (CIPO and provincial VQA systems),https://ised-isde.canada.ca/site/canadian-intellectual-property-office/en/trademarks/geographical-indications,https://laws-lois.justice.gc.ca/eng/acts/t-13/,2026-09-07,1,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
CH-COUNTRY,CH,Schweiz,Suisse,Switzerland,,,,,,country,Country of origin,Country-level origin,country_reference,Bundesamt für Landwirtschaft (BLW),https://www.blw.admin.ch/de/wein,https://www.fedlex.admin.ch/eli/cc/2007/745/de,2026-09-07,11,Länderangabe ohne verlässlich ableitbare Region oder Appellation.,Indication du pays sans région ni appellation pouvant être déduite de manière fiable.,Country indication without a region or appellation that can be derived reliably.
CH-ORI-AARGAU,CH,Schweiz,Suisse,Switzerland,Aargau,Aargau,Aargau,Aargau,Aargau,appellation,KUB/AOC,KUB/AOC,protected_current,Bundesamt für Landwirtschaft (BLW),https://www.blw.admin.ch/de/wein,https://www.fedlex.admin.ch/eli/cc/2007/745/de,2026-09-07,11,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
CH-ORI-BASEL-LANDSCHAFT,CH,Schweiz,Suisse,Switzerland,Basel-Landschaft,Basel-Landschaft,Basel-Landschaft,Basel-Landschaft,Basel-Landschaft,appellation,KUB/AOC,KUB/AOC,protected_current,Bundesamt für Landwirtschaft (BLW),https://www.blw.admin.ch/de/wein,https://www.fedlex.admin.ch/eli/cc/2007/745/de,2026-09-07,0,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
